year,office,state,county_fips,county_name,party,mode,votes
2020,PRESIDENT,GA,13247,ROCKDALE,DEMOCRAT,ADVANCED VOTING,18248
2020,PRESIDENT,GA,13247,ROCKDALE,DEMOCRAT,ELECTION DAY,3543
2020,PRESIDENT,GA,13247,ROCKDALE,DEMOCRAT,PROVISIONAL,24
2020,PRESIDENT,GA,13247,ROCKDALE,LIBERTARIAN,ABSENTEE,115
2020,PRESIDENT,GA,13247,ROCKDALE,LIBERTARIAN,ADVANCED VOTING,189
2020,PRESIDENT,GA,13247,ROCKDALE,LIBERTARIAN,ELECTION DAY,126
2020,PRESIDENT,GA,13247,ROCKDALE,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13247,ROCKDALE,REPUBLICAN,ABSENTEE,3005
2020,PRESIDENT,GA,13247,ROCKDALE,REPUBLICAN,ADVANCED VOTING,7466
2020,PRESIDENT,GA,13247,ROCKDALE,REPUBLICAN,ELECTION DAY,2526
2020,PRESIDENT,GA,13247,ROCKDALE,REPUBLICAN,PROVISIONAL,15
2020,PRESIDENT,GA,13249,SCHLEY,DEMOCRAT,ABSENTEE,157
2020,PRESIDENT,GA,13249,SCHLEY,DEMOCRAT,ADVANCED VOTING,240
2020,PRESIDENT,GA,13249,SCHLEY,DEMOCRAT,ELECTION DAY,65
2020,PRESIDENT,GA,13249,SCHLEY,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13249,SCHLEY,LIBERTARIAN,ABSENTEE,3
2020,PRESIDENT,GA,13249,SCHLEY,LIBERTARIAN,ADVANCED VOTING,6
2020,PRESIDENT,GA,13249,SCHLEY,LIBERTARIAN,ELECTION DAY,4
2020,PRESIDENT,GA,13249,SCHLEY,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13249,SCHLEY,REPUBLICAN,ABSENTEE,154
2020,PRESIDENT,GA,13249,SCHLEY,REPUBLICAN,ADVANCED VOTING,1341
2020,PRESIDENT,GA,13249,SCHLEY,REPUBLICAN,ELECTION DAY,304
2020,PRESIDENT,GA,13249,SCHLEY,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13251,SCREVEN,DEMOCRAT,ABSENTEE,789
2020,PRESIDENT,GA,13251,SCREVEN,DEMOCRAT,ADVANCED VOTING,1264
2020,PRESIDENT,GA,13251,SCREVEN,DEMOCRAT,ELECTION DAY,601
2020,PRESIDENT,GA,13251,SCREVEN,DEMOCRAT,PROVISIONAL,7
2020,PRESIDENT,GA,13251,SCREVEN,LIBERTARIAN,ABSENTEE,5
2020,PRESIDENT,GA,13251,SCREVEN,LIBERTARIAN,ADVANCED VOTING,22
2020,PRESIDENT,GA,13251,SCREVEN,LIBERTARIAN,ELECTION DAY,24
2020,PRESIDENT,GA,13251,SCREVEN,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13251,SCREVEN,REPUBLICAN,ABSENTEE,505
2020,PRESIDENT,GA,13251,SCREVEN,REPUBLICAN,ADVANCED VOTING,2140
2020,PRESIDENT,GA,13251,SCREVEN,REPUBLICAN,ELECTION DAY,1260
2020,PRESIDENT,GA,13251,SCREVEN,REPUBLICAN,PROVISIONAL,11
2020,PRESIDENT,GA,13253,SEMINOLE,DEMOCRAT,ABSENTEE,269
2020,PRESIDENT,GA,13253,SEMINOLE,DEMOCRAT,ADVANCED VOTING,691
2020,PRESIDENT,GA,13253,SEMINOLE,DEMOCRAT,ELECTION DAY,294
2020,PRESIDENT,GA,13253,SEMINOLE,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13253,SEMINOLE,LIBERTARIAN,ABSENTEE,1
2020,PRESIDENT,GA,13253,SEMINOLE,LIBERTARIAN,ADVANCED VOTING,3
2020,PRESIDENT,GA,13253,SEMINOLE,LIBERTARIAN,ELECTION DAY,15
2020,PRESIDENT,GA,13253,SEMINOLE,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13253,SEMINOLE,REPUBLICAN,ABSENTEE,277
2020,PRESIDENT,GA,13253,SEMINOLE,REPUBLICAN,ADVANCED VOTING,1390
2020,PRESIDENT,GA,13253,SEMINOLE,REPUBLICAN,ELECTION DAY,944
2020,PRESIDENT,GA,13253,SEMINOLE,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13255,SPALDING,DEMOCRAT,ABSENTEE,4264
2020,PRESIDENT,GA,13255,SPALDING,DEMOCRAT,ADVANCED VOTING,4600
2020,PRESIDENT,GA,13255,SPALDING,DEMOCRAT,ELECTION DAY,2554
2020,PRESIDENT,GA,13255,SPALDING,DEMOCRAT,PROVISIONAL,366
2020,PRESIDENT,GA,13255,SPALDING,LIBERTARIAN,ABSENTEE,53
2020,PRESIDENT,GA,13255,SPALDING,LIBERTARIAN,ADVANCED VOTING,78
2020,PRESIDENT,GA,13255,SPALDING,LIBERTARIAN,ELECTION DAY,132
2020,PRESIDENT,GA,13255,SPALDING,LIBERTARIAN,PROVISIONAL,12
2020,PRESIDENT,GA,13255,SPALDING,REPUBLICAN,ABSENTEE,3490
2020,PRESIDENT,GA,13255,SPALDING,REPUBLICAN,ADVANCED VOTING,8801
2020,PRESIDENT,GA,13255,SPALDING,REPUBLICAN,ELECTION DAY,5234
2020,PRESIDENT,GA,13255,SPALDING,REPUBLICAN,PROVISIONAL,532
2020,PRESIDENT,GA,13257,STEPHENS,DEMOCRAT,ABSENTEE,806
2020,PRESIDENT,GA,13257,STEPHENS,DEMOCRAT,ADVANCED VOTING,1288
2020,PRESIDENT,GA,13257,STEPHENS,DEMOCRAT,ELECTION DAY,291
2020,PRESIDENT,GA,13257,STEPHENS,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13257,STEPHENS,LIBERTARIAN,ABSENTEE,24
2020,PRESIDENT,GA,13257,STEPHENS,LIBERTARIAN,ADVANCED VOTING,75
2020,PRESIDENT,GA,13257,STEPHENS,LIBERTARIAN,ELECTION DAY,33
2020,PRESIDENT,GA,13257,STEPHENS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13257,STEPHENS,REPUBLICAN,ABSENTEE,1365
2020,PRESIDENT,GA,13257,STEPHENS,REPUBLICAN,ADVANCED VOTING,6765
2020,PRESIDENT,GA,13257,STEPHENS,REPUBLICAN,ELECTION DAY,1234
2020,PRESIDENT,GA,13257,STEPHENS,REPUBLICAN,PROVISIONAL,4
2020,PRESIDENT,GA,13259,STEWART,DEMOCRAT,ABSENTEE,378
2020,PRESIDENT,GA,13259,STEWART,DEMOCRAT,ADVANCED VOTING,505
2020,PRESIDENT,GA,13259,STEWART,DEMOCRAT,ELECTION DAY,292
2020,PRESIDENT,GA,13259,STEWART,DEMOCRAT,PROVISIONAL,7
2020,PRESIDENT,GA,13259,STEWART,LIBERTARIAN,ABSENTEE,2
2020,PRESIDENT,GA,13259,STEWART,LIBERTARIAN,ADVANCED VOTING,3
2020,PRESIDENT,GA,13259,STEWART,LIBERTARIAN,ELECTION DAY,2
2020,PRESIDENT,GA,13259,STEWART,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13259,STEWART,REPUBLICAN,ABSENTEE,105
2020,PRESIDENT,GA,13259,STEWART,REPUBLICAN,ADVANCED VOTING,462
2020,PRESIDENT,GA,13259,STEWART,REPUBLICAN,ELECTION DAY,229
2020,PRESIDENT,GA,13259,STEWART,REPUBLICAN,PROVISIONAL,5
2020,PRESIDENT,GA,13261,SUMTER,DEMOCRAT,ABSENTEE,2023
2020,PRESIDENT,GA,13261,SUMTER,DEMOCRAT,ADVANCED VOTING,3150
2020,PRESIDENT,GA,13261,SUMTER,DEMOCRAT,ELECTION DAY,1139
2020,PRESIDENT,GA,13261,SUMTER,DEMOCRAT,PROVISIONAL,6
2020,PRESIDENT,GA,13261,SUMTER,LIBERTARIAN,ABSENTEE,18
2020,PRESIDENT,GA,13261,SUMTER,LIBERTARIAN,ADVANCED VOTING,56
2020,PRESIDENT,GA,13261,SUMTER,LIBERTARIAN,ELECTION DAY,26
2020,PRESIDENT,GA,13261,SUMTER,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13261,SUMTER,REPUBLICAN,ABSENTEE,837
2020,PRESIDENT,GA,13261,SUMTER,REPUBLICAN,ADVANCED VOTING,3358
2020,PRESIDENT,GA,13261,SUMTER,REPUBLICAN,ELECTION DAY,1524
2020,PRESIDENT,GA,13261,SUMTER,REPUBLICAN,PROVISIONAL,13
2020,PRESIDENT,GA,13263,TALBOT,DEMOCRAT,ABSENTEE,955
2020,PRESIDENT,GA,13263,TALBOT,DEMOCRAT,ADVANCED VOTING,618
2020,PRESIDENT,GA,13263,TALBOT,DEMOCRAT,ELECTION DAY,541
2020,PRESIDENT,GA,13263,TALBOT,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13263,TALBOT,LIBERTARIAN,ABSENTEE,2
2020,PRESIDENT,GA,13263,TALBOT,LIBERTARIAN,ADVANCED VOTING,5
2020,PRESIDENT,GA,13263,TALBOT,LIBERTARIAN,ELECTION DAY,9
2020,PRESIDENT,GA,13263,TALBOT,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13263,TALBOT,REPUBLICAN,ABSENTEE,241
2020,PRESIDENT,GA,13263,TALBOT,REPUBLICAN,ADVANCED VOTING,686
2020,PRESIDENT,GA,13263,TALBOT,REPUBLICAN,ELECTION DAY,464
2020,PRESIDENT,GA,13263,TALBOT,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13265,TALIAFERRO,DEMOCRAT,ABSENTEE,237
2020,PRESIDENT,GA,13265,TALIAFERRO,DEMOCRAT,ADVANCED VOTING,223
2020,PRESIDENT,GA,13265,TALIAFERRO,DEMOCRAT,ELECTION DAY,100
2020,PRESIDENT,GA,13265,TALIAFERRO,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13265,TALIAFERRO,LIBERTARIAN,ABSENTEE,1
2020,PRESIDENT,GA,13265,TALIAFERRO,LIBERTARIAN,ADVANCED VOTING,2
2020,PRESIDENT,GA,13265,TALIAFERRO,LIBERTARIAN,ELECTION DAY,4
2020,PRESIDENT,GA,13265,TALIAFERRO,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13265,TALIAFERRO,REPUBLICAN,ABSENTEE,64
2020,PRESIDENT,GA,13265,TALIAFERRO,REPUBLICAN,ADVANCED VOTING,200
2020,PRESIDENT,GA,13265,TALIAFERRO,REPUBLICAN,ELECTION DAY,96
2020,PRESIDENT,GA,13265,TALIAFERRO,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13267,TATTNALL,DEMOCRAT,ABSENTEE,546
2020,PRESIDENT,GA,13267,TATTNALL,DEMOCRAT,ADVANCED VOTING,1103
2020,PRESIDENT,GA,13267,TATTNALL,DEMOCRAT,ELECTION DAY,412
2020,PRESIDENT,GA,13267,TATTNALL,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13267,TATTNALL,LIBERTARIAN,ABSENTEE,10
2020,PRESIDENT,GA,13267,TATTNALL,LIBERTARIAN,ADVANCED VOTING,25
2020,PRESIDENT,GA,13267,TATTNALL,LIBERTARIAN,ELECTION DAY,34
2020,PRESIDENT,GA,13267,TATTNALL,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13267,TATTNALL,REPUBLICAN,ABSENTEE,818
2020,PRESIDENT,GA,13267,TATTNALL,REPUBLICAN,ADVANCED VOTING,3699
2020,PRESIDENT,GA,13267,TATTNALL,REPUBLICAN,ELECTION DAY,1536
2020,PRESIDENT,GA,13267,TATTNALL,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13269,TAYLOR,DEMOCRAT,ABSENTEE,489
2020,PRESIDENT,GA,13269,TAYLOR,DEMOCRAT,ADVANCED VOTING,624
2020,PRESIDENT,GA,13269,TAYLOR,DEMOCRAT,ELECTION DAY,272
2020,PRESIDENT,GA,13269,TAYLOR,DEMOCRAT,PROVISIONAL,2
2020,PRESIDENT,GA,13269,TAYLOR,LIBERTARIAN,ABSENTEE,3
2020,PRESIDENT,GA,13269,TAYLOR,LIBERTARIAN,ADVANCED VOTING,18
2020,PRESIDENT,GA,13269,TAYLOR,LIBERTARIAN,ELECTION DAY,13
2020,PRESIDENT,GA,13269,TAYLOR,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13269,TAYLOR,REPUBLICAN,ABSENTEE,292
2020,PRESIDENT,GA,13269,TAYLOR,REPUBLICAN,ADVANCED VOTING,1764
2020,PRESIDENT,GA,13269,TAYLOR,REPUBLICAN,ELECTION DAY,349
2020,PRESIDENT,GA,13269,TAYLOR,REPUBLICAN,PROVISIONAL,13
2020,PRESIDENT,GA,13271,TELFAIR,DEMOCRAT,ABSENTEE,618
2020,PRESIDENT,GA,13271,TELFAIR,DEMOCRAT,ADVANCED VOTING,545
2020,PRESIDENT,GA,13271,TELFAIR,DEMOCRAT,ELECTION DAY,317
2020,PRESIDENT,GA,13271,TELFAIR,DEMOCRAT,PROVISIONAL,7
2020,PRESIDENT,GA,13271,TELFAIR,LIBERTARIAN,ABSENTEE,2
2020,PRESIDENT,GA,13271,TELFAIR,LIBERTARIAN,ADVANCED VOTING,9
2020,PRESIDENT,GA,13271,TELFAIR,LIBERTARIAN,ELECTION DAY,10
2020,PRESIDENT,GA,13271,TELFAIR,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13271,TELFAIR,REPUBLICAN,ABSENTEE,358
2020,PRESIDENT,GA,13271,TELFAIR,REPUBLICAN,ADVANCED VOTING,1506
2020,PRESIDENT,GA,13271,TELFAIR,REPUBLICAN,ELECTION DAY,958
2020,PRESIDENT,GA,13271,TELFAIR,REPUBLICAN,PROVISIONAL,3
2020,PRESIDENT,GA,13273,TERRELL,DEMOCRAT,ABSENTEE,839
2020,PRESIDENT,GA,13273,TERRELL,DEMOCRAT,ADVANCED VOTING,969
2020,PRESIDENT,GA,13273,TERRELL,DEMOCRAT,ELECTION DAY,567
2020,PRESIDENT,GA,13273,TERRELL,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13273,TERRELL,LIBERTARIAN,ABSENTEE,12
2020,PRESIDENT,GA,13273,TERRELL,LIBERTARIAN,ADVANCED VOTING,9
2020,PRESIDENT,GA,13273,TERRELL,LIBERTARIAN,ELECTION DAY,15
2020,PRESIDENT,GA,13273,TERRELL,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13273,TERRELL,REPUBLICAN,ABSENTEE,270
2020,PRESIDENT,GA,13273,TERRELL,REPUBLICAN,ADVANCED VOTING,1069
2020,PRESIDENT,GA,13273,TERRELL,REPUBLICAN,ELECTION DAY,665
2020,PRESIDENT,GA,13273,TERRELL,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13275,THOMAS,DEMOCRAT,ABSENTEE,2412
2020,PRESIDENT,GA,13275,THOMAS,DEMOCRAT,ADVANCED VOTING,4819
2020,PRESIDENT,GA,13275,THOMAS,DEMOCRAT,ELECTION DAY,1473
2020,PRESIDENT,GA,13275,THOMAS,DEMOCRAT,PROVISIONAL,4
2020,PRESIDENT,GA,13275,THOMAS,LIBERTARIAN,ABSENTEE,35
2020,PRESIDENT,GA,13275,THOMAS,LIBERTARIAN,ADVANCED VOTING,91
2020,PRESIDENT,GA,13275,THOMAS,LIBERTARIAN,ELECTION DAY,65
2020,PRESIDENT,GA,13275,THOMAS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13275,THOMAS,REPUBLICAN,ABSENTEE,1670
2020,PRESIDENT,GA,13275,THOMAS,REPUBLICAN,ADVANCED VOTING,8565
2020,PRESIDENT,GA,13275,THOMAS,REPUBLICAN,ELECTION DAY,2718
2020,PRESIDENT,GA,13275,THOMAS,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13277,TIFT,DEMOCRAT,ABSENTEE,1464
2020,PRESIDENT,GA,13277,TIFT,DEMOCRAT,ADVANCED VOTING,2732
2020,PRESIDENT,GA,13277,TIFT,DEMOCRAT,ELECTION DAY,1110
2020,PRESIDENT,GA,13277,TIFT,DEMOCRAT,PROVISIONAL,16
2020,PRESIDENT,GA,13277,TIFT,LIBERTARIAN,ABSENTEE,33
2020,PRESIDENT,GA,13277,TIFT,LIBERTARIAN,ADVANCED VOTING,88
2020,PRESIDENT,GA,13277,TIFT,LIBERTARIAN,ELECTION DAY,54
2020,PRESIDENT,GA,13277,TIFT,LIBERTARIAN,PROVISIONAL,2
2020,PRESIDENT,GA,13277,TIFT,REPUBLICAN,ABSENTEE,1221
2020,PRESIDENT,GA,13277,TIFT,REPUBLICAN,ADVANCED VOTING,6833
2020,PRESIDENT,GA,13277,TIFT,REPUBLICAN,ELECTION DAY,2721
2020,PRESIDENT,GA,13277,TIFT,REPUBLICAN,PROVISIONAL,9
2020,PRESIDENT,GA,13279,TOOMBS,DEMOCRAT,ABSENTEE,1078
2020,PRESIDENT,GA,13279,TOOMBS,DEMOCRAT,ADVANCED VOTING,1288
2020,PRESIDENT,GA,13279,TOOMBS,DEMOCRAT,ELECTION DAY,569
2020,PRESIDENT,GA,13279,TOOMBS,DEMOCRAT,PROVISIONAL,4
2020,PRESIDENT,GA,13279,TOOMBS,LIBERTARIAN,ABSENTEE,16
2020,PRESIDENT,GA,13279,TOOMBS,LIBERTARIAN,ADVANCED VOTING,38
2020,PRESIDENT,GA,13279,TOOMBS,LIBERTARIAN,ELECTION DAY,49
2020,PRESIDENT,GA,13279,TOOMBS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13279,TOOMBS,REPUBLICAN,ABSENTEE,1217
2020,PRESIDENT,GA,13279,TOOMBS,REPUBLICAN,ADVANCED VOTING,4852
2020,PRESIDENT,GA,13279,TOOMBS,REPUBLICAN,ELECTION DAY,1797
2020,PRESIDENT,GA,13279,TOOMBS,REPUBLICAN,PROVISIONAL,6
2020,PRESIDENT,GA,13281,TOWNS,DEMOCRAT,ABSENTEE,711
2020,PRESIDENT,GA,13281,TOWNS,DEMOCRAT,ADVANCED VOTING,720
2020,PRESIDENT,GA,13281,TOWNS,DEMOCRAT,ELECTION DAY,118
2020,PRESIDENT,GA,13281,TOWNS,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13281,TOWNS,LIBERTARIAN,ABSENTEE,10
2020,PRESIDENT,GA,13281,TOWNS,LIBERTARIAN,ADVANCED VOTING,18
2020,PRESIDENT,GA,13281,TOWNS,LIBERTARIAN,ELECTION DAY,17
2020,PRESIDENT,GA,13281,TOWNS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13281,TOWNS,REPUBLICAN,ABSENTEE,1227
2020,PRESIDENT,GA,13281,TOWNS,REPUBLICAN,ADVANCED VOTING,4165
2020,PRESIDENT,GA,13281,TOWNS,REPUBLICAN,ELECTION DAY,984
2020,PRESIDENT,GA,13281,TOWNS,REPUBLICAN,PROVISIONAL,8
2020,PRESIDENT,GA,13283,TREUTLEN,DEMOCRAT,ABSENTEE,303
2020,PRESIDENT,GA,13283,TREUTLEN,DEMOCRAT,ADVANCED VOTING,526
2020,PRESIDENT,GA,13283,TREUTLEN,DEMOCRAT,ELECTION DAY,123
2020,PRESIDENT,GA,13283,TREUTLEN,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13283,TREUTLEN,LIBERTARIAN,ABSENTEE,4
2020,PRESIDENT,GA,13283,TREUTLEN,LIBERTARIAN,ADVANCED VOTING,10
2020,PRESIDENT,GA,13283,TREUTLEN,LIBERTARIAN,ELECTION DAY,10
2020,PRESIDENT,GA,13283,TREUTLEN,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13283,TREUTLEN,REPUBLICAN,ABSENTEE,274
2020,PRESIDENT,GA,13283,TREUTLEN,REPUBLICAN,ADVANCED VOTING,1409
2020,PRESIDENT,GA,13283,TREUTLEN,REPUBLICAN,ELECTION DAY,418
2020,PRESIDENT,GA,13283,TREUTLEN,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13285,TROUP,DEMOCRAT,ABSENTEE,3459
2020,PRESIDENT,GA,13285,TROUP,DEMOCRAT,ADVANCED VOTING,5276
2020,PRESIDENT,GA,13285,TROUP,DEMOCRAT,ELECTION DAY,2809
2020,PRESIDENT,GA,13285,TROUP,DEMOCRAT,PROVISIONAL,34
2020,PRESIDENT,GA,13285,TROUP,LIBERTARIAN,ABSENTEE,60
2020,PRESIDENT,GA,13285,TROUP,LIBERTARIAN,ADVANCED VOTING,129
2020,PRESIDENT,GA,13285,TROUP,LIBERTARIAN,ELECTION DAY,139
2020,PRESIDENT,GA,13285,TROUP,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13285,TROUP,REPUBLICAN,ABSENTEE,2905
2020,PRESIDENT,GA,13285,TROUP,REPUBLICAN,ADVANCED VOTING,10519
2020,PRESIDENT,GA,13285,TROUP,REPUBLICAN,ELECTION DAY,4673
2020,PRESIDENT,GA,13285,TROUP,REPUBLICAN,PROVISIONAL,46
2020,PRESIDENT,GA,13287,TURNER,DEMOCRAT,ABSENTEE,289
2020,PRESIDENT,GA,13287,TURNER,DEMOCRAT,ADVANCED VOTING,788
2020,PRESIDENT,GA,13287,TURNER,DEMOCRAT,ELECTION DAY,332
2020,PRESIDENT,GA,13287,TURNER,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13287,TURNER,LIBERTARIAN,ABSENTEE,5
2020,PRESIDENT,GA,13287,TURNER,LIBERTARIAN,ADVANCED VOTING,22
2020,PRESIDENT,GA,13287,TURNER,LIBERTARIAN,ELECTION DAY,6
2020,PRESIDENT,GA,13287,TURNER,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13287,TURNER,REPUBLICAN,ABSENTEE,233
2020,PRESIDENT,GA,13287,TURNER,REPUBLICAN,ADVANCED VOTING,1738
2020,PRESIDENT,GA,13287,TURNER,REPUBLICAN,ELECTION DAY,377
2020,PRESIDENT,GA,13287,TURNER,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13289,TWIGGS,DEMOCRAT,ABSENTEE,736
2020,PRESIDENT,GA,13289,TWIGGS,DEMOCRAT,ADVANCED VOTING,878
2020,PRESIDENT,GA,13289,TWIGGS,DEMOCRAT,ELECTION DAY,426
2020,PRESIDENT,GA,13289,TWIGGS,DEMOCRAT,PROVISIONAL,4
2020,PRESIDENT,GA,13289,TWIGGS,LIBERTARIAN,ABSENTEE,7
2020,PRESIDENT,GA,13289,TWIGGS,LIBERTARIAN,ADVANCED VOTING,8
2020,PRESIDENT,GA,13289,TWIGGS,LIBERTARIAN,ELECTION DAY,15
2020,PRESIDENT,GA,13289,TWIGGS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13289,TWIGGS,REPUBLICAN,ABSENTEE,310
2020,PRESIDENT,GA,13289,TWIGGS,REPUBLICAN,ADVANCED VOTING,1219
2020,PRESIDENT,GA,13289,TWIGGS,REPUBLICAN,ELECTION DAY,841
2020,PRESIDENT,GA,13289,TWIGGS,REPUBLICAN,PROVISIONAL,0
2020,PRESIDENT,GA,13291,UNION,DEMOCRAT,ABSENTEE,1303
2020,PRESIDENT,GA,13291,UNION,DEMOCRAT,ADVANCED VOTING,1198
2020,PRESIDENT,GA,13291,UNION,DEMOCRAT,ELECTION DAY,300
2020,PRESIDENT,GA,13291,UNION,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13291,UNION,LIBERTARIAN,ABSENTEE,23
2020,PRESIDENT,GA,13291,UNION,LIBERTARIAN,ADVANCED VOTING,36
2020,PRESIDENT,GA,13291,UNION,LIBERTARIAN,ELECTION DAY,49
2020,PRESIDENT,GA,13291,UNION,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13291,UNION,REPUBLICAN,ABSENTEE,2232
2020,PRESIDENT,GA,13291,UNION,REPUBLICAN,ADVANCED VOTING,7008
2020,PRESIDENT,GA,13291,UNION,REPUBLICAN,ELECTION DAY,3400
2020,PRESIDENT,GA,13291,UNION,REPUBLICAN,PROVISIONAL,11
2020,PRESIDENT,GA,13293,UPSON,DEMOCRAT,ABSENTEE,1572
2020,PRESIDENT,GA,13293,UPSON,DEMOCRAT,ADVANCED VOTING,1983
2020,PRESIDENT,GA,13293,UPSON,DEMOCRAT,ELECTION DAY,646
2020,PRESIDENT,GA,13293,UPSON,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13293,UPSON,LIBERTARIAN,ABSENTEE,20
2020,PRESIDENT,GA,13293,UPSON,LIBERTARIAN,ADVANCED VOTING,48
2020,PRESIDENT,GA,13293,UPSON,LIBERTARIAN,ELECTION DAY,28
2020,PRESIDENT,GA,13293,UPSON,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13293,UPSON,REPUBLICAN,ABSENTEE,1175
2020,PRESIDENT,GA,13293,UPSON,REPUBLICAN,ADVANCED VOTING,6063
2020,PRESIDENT,GA,13293,UPSON,REPUBLICAN,ELECTION DAY,1364
2020,PRESIDENT,GA,13293,UPSON,REPUBLICAN,PROVISIONAL,6
2020,PRESIDENT,GA,13295,WALKER,DEMOCRAT,ABSENTEE,2206
2020,PRESIDENT,GA,13295,WALKER,DEMOCRAT,ADVANCED VOTING,2567
2020,PRESIDENT,GA,13295,WALKER,DEMOCRAT,ELECTION DAY,994
2020,PRESIDENT,GA,13295,WALKER,DEMOCRAT,PROVISIONAL,2
2020,PRESIDENT,GA,13295,WALKER,LIBERTARIAN,ABSENTEE,76
2020,PRESIDENT,GA,13295,WALKER,LIBERTARIAN,ADVANCED VOTING,173
2020,PRESIDENT,GA,13295,WALKER,LIBERTARIAN,ELECTION DAY,162
2020,PRESIDENT,GA,13295,WALKER,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13295,WALKER,REPUBLICAN,ABSENTEE,3517
2020,PRESIDENT,GA,13295,WALKER,REPUBLICAN,ADVANCED VOTING,14089
2020,PRESIDENT,GA,13295,WALKER,REPUBLICAN,ELECTION DAY,5560
2020,PRESIDENT,GA,13295,WALKER,REPUBLICAN,PROVISIONAL,8
2020,PRESIDENT,GA,13297,WALTON,DEMOCRAT,ABSENTEE,4254
2020,PRESIDENT,GA,13297,WALTON,DEMOCRAT,ADVANCED VOTING,6272
2020,PRESIDENT,GA,13297,WALTON,DEMOCRAT,ELECTION DAY,2145
2020,PRESIDENT,GA,13297,WALTON,DEMOCRAT,PROVISIONAL,11
2020,PRESIDENT,GA,13297,WALTON,LIBERTARIAN,ABSENTEE,111
2020,PRESIDENT,GA,13297,WALTON,LIBERTARIAN,ADVANCED VOTING,235
2020,PRESIDENT,GA,13297,WALTON,LIBERTARIAN,ELECTION DAY,225
2020,PRESIDENT,GA,13297,WALTON,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13297,WALTON,REPUBLICAN,ABSENTEE,6031
2020,PRESIDENT,GA,13297,WALTON,REPUBLICAN,ADVANCED VOTING,22594
2020,PRESIDENT,GA,13297,WALTON,REPUBLICAN,ELECTION DAY,9202
2020,PRESIDENT,GA,13297,WALTON,REPUBLICAN,PROVISIONAL,15
2020,PRESIDENT,GA,13299,WARE,DEMOCRAT,ABSENTEE,1556
2020,PRESIDENT,GA,13299,WARE,DEMOCRAT,ADVANCED VOTING,2066
2020,PRESIDENT,GA,13299,WARE,DEMOCRAT,ELECTION DAY,563
2020,PRESIDENT,GA,13299,WARE,DEMOCRAT,PROVISIONAL,26
2020,PRESIDENT,GA,13299,WARE,LIBERTARIAN,ABSENTEE,17
